timestamp,SOC,SOC_percent,power_consumption_mw,PPM,time_to_empty_hours,temperature,brightness,cpu_load,network_type,network_active,gps_enabled,num_background_apps,device_id,brand,model,capacity_mah,android_version
2026-01-30 11:42:12.209770,0.9212740996456562,92.12740996456562,283.1589916809358,-0.1041586190043131,41.65470803597605,26.051723538241998,0.2769965090067915,0.1,4g,False,False,5,DEV_0013,Apple,iPhone 13,3497,Android 13
2026-01-30 11:42:24.476289,0.8225117052097238,82.25117052097238,381.4536703506428,-0.0681979819823874,28.670563173843984,33.790938122069136,0.2001478702553344,0.1187162793561097,wifi,False,True,2,DEV_0017,Motorola,G60,3940,Android 14
2026-01-30 11:42:30.204245,0.8719687420331628,87.19687420331627,846.9378499426997,-0.0309374746507051,14.865370364556986,28.1197673057452,0.8691638153467975,0.3987490614884201,wifi,True,False,6,DEV_0019,Motorola,Edge 20,4028,Android 14
2026-01-30 11:42:46.456626,0.8038587659384739,80.3858765938474,1007.1242316053342,-0.0601849083911476,11.466553871428134,30.66798337103929,0.9731893594550532,0.1781307966367372,wifi,True,True,5,DEV_0025,Google,Pixel 4a,4116,Android 12
2026-01-30 11:42:49.286909,0.9282271816477468,92.82271816477468,991.9391427206864,-0.0644705719227922,11.284979606670635,36.01990149762512,0.7338119144390128,0.342570167618483,4g,True,False,2,DEV_0026,Huawei,P40 Pro,3663,Android 12
2026-01-30 11:43:00.522635,0.7979730137846157,79.79730137846157,526.0358444978011,-0.0929868215409079,19.540748233583912,36.88302708642539,0.4670515774912721,0.1,wifi,True,False,10,DEV_0030,Apple,iPhone 12,3951,Android 14
2026-01-30 11:43:05.874264,0.8158702250126488,81.58702250126488,640.6156641948501,-0.0427100096831334,15.921437242246054,32.3297465680871,0.7420209793120885,0.1,wifi,True,False,1,DEV_0032,Huawei,Mate 40,3646,Android 10
2026-01-30 11:43:24.996193,0.7929420605042903,79.29420605042903,472.8771400188207,-0.0934096226720138,17.599483735171855,33.22887324608229,0.6818196040274924,0.1527019508981239,wifi,False,False,9,DEV_0039,Vivo,S1,3091,Android 10
2026-01-30 11:43:41.580150,0.8374374463274262,83.74374463274262,840.692413702686,-0.0778671635962902,11.633787313216086,34.71144061787723,0.7206287828689779,0.3487719412184373,wifi,True,True,3,DEV_0045,OnePlus,Nord,3496,Android 12
2026-01-30 11:43:50.198603,0.9674843158788292,96.7484315878829,1066.2261285630782,-0.1058561107599609,10.060200910363518,24.74942233849944,0.307991811743792,0.2276629876951906,5g,True,False,7,DEV_0048,Samsung,Galaxy S21,3004,Android 14
